"No. Pesanan","Status Pesanan","Alasan Pembatalan","Status Pembatalan/ Pengembalian","No. Resi","Opsi Pengiriman","Antar ke counter/ pick-up","Pesanan Harus Dikirimkan Sebelum (Menghindari keterlambatan)","Waktu Pengiriman Diatur","Waktu Pesanan Dibuat","Waktu Pembayaran Dilakukan","Metode Pembayaran","SKU Induk","Nama Produk","Nomor Referensi SKU","Nama Variasi","Harga Awal","Harga Setelah Diskon","Jumlah","Returned quantity","Total Harga Produk","Total Diskon","Diskon Dari Penjual","Diskon Dari Shopee","Berat Produk","Jumlah Produk di Pesan","Total Berat","Voucher Ditanggung Penjual","Cashback Koin","Voucher Ditanggung Shopee","Paket Diskon","Paket Diskon (Diskon dari Shopee)","Paket Diskon (Diskon dari Penjual)","Potongan Koin Shopee","Diskon Kartu Kredit","Ongkos Kirim Dibayar oleh Pembeli","Estimasi Potongan Biaya Pengiriman","Ongkos Kirim Pengembalian Barang","Total Pembayaran","Perkiraan Ongkos Kirim","Catatan dari Pembeli","Catatan","Username (Pembeli)","Nama Penerima","No. Telepon","Alamat Pengiriman","Kota/Kabupaten","Provinsi","Waktu Pesanan Selesai"
"2412253CQYT9F1","Selesai","","","SICEPAT6365834563","Instant","Antar ke counter","2024-12-27 15:46","2024-12-27 02:46","2024-12-25 14:57","2024-12-25 15:46","COD","ROK-003","Rok Midi Wanita Formal Import","ROK-003-Sage green-L","Sage green, L","288000","183200","2","0","366400","209600","0","15000","304","2","608","0","0","15000","0","0","0","0","0","0","25000","0","351400","25000","","","user_58kcim","Pembeli 3628","6288257115205","Jl. Mawar No. 17, RT 06/RW 03","Tangerang","Banten","2024-12-30 02:46"
"2406029PK42UD2","Selesai","","","JP8670832218","Instant","Antar ke counter","2024-06-04 05:04","2024-06-03 13:04","2024-06-02 03:40","2024-06-02 05:04","COD","CEL-085","Celana Kulot Wanita Korean Style Murah","CEL-085-Beige-XL","Beige, XL","216000","157500","5","0","787500","292500","0","0","380","5","1900","0","0","0","0","0","0","0","0","0","5000","0","787500","5000","","","user_yi0dg9","Pembeli 5681","6289631196004","Jl. Mawar No. 90, RT 03/RW 04","Yogyakarta","DI Yogyakarta","2024-06-04 13:04"
"240204OGI3EEAF","Selesai","","","JP3814357286","Reguler","Antar ke counter","2024-02-06 11:05","2024-02-06 10:05","2024-02-04 09:19","2024-02-04 11:05","COD","JAK-011","Jaket Wanita Polos Import","JAK-011-Beige-M","Beige, M","390000","247100","3","0","741300","428700","0","0","167","3","501","0","0","0","0","0","0","0","0","0","25000","0","741300","25000","","","user_2zrhvy","Pembeli 8084","6283971707375","Jl. Mawar No. 60, RT 07/RW 09","Yogyakarta","DI Yogyakarta","2024-02-09 10:05"
"240203BK7596D4","Selesai","","","JP9028515656","Reguler","Antar ke counter","2024-02-05 14:23","2024-02-04 15:23","2024-02-03 12:29","2024-02-03 14:23","Transfer Bank","TUN-074","Tunik Wanita Polos Bahan Adem","TUN-074-Navy-XL","Navy, XL","34000","28700","3","0","86100","15900","0","0","320","3","960","0","0","0","0","0","0","1287","0","0","30000","0","84813","30000","","","user_l80zd8","Pembeli 4825","6288560754503","Jl. Mawar No. 81, RT 07/RW 08","Yogyakarta","DI Yogyakarta","2024-02-05 15:23"
"240325X8SCX401","Selesai","","","JP6874080221","Reguler","Pick-up","2024-03-27 14:10","2024-03-27 13:10","2024-03-25 12:41","2024-03-25 14:10","SPayLater","BLO-034","Blouse Wanita Polos Murah","BLO-034-Dusty pink-All Size","Dusty pink, All Size","280000","229900","1","0","229900","50100","10000","0","154","1","154","10000","0","0","0","0","0","1237","0","0","25000","0","218663","25000","","","user_mzm4qi","Pembeli 7182","6281897508886","Jl. Mawar No. 51, RT 01/RW 04","Bekasi","Jawa Barat","2024-03-29 13:10"
"240502HB1MTRKZ","Selesai","","","JP9753703405","Hemat","Antar ke counter","2024-05-04 13:55","2024-05-04 05:55","2024-05-02 12:16","2024-05-02 13:55","Kartu Kredit","DRE-051","Dress Wanita Motif Bunga Terbaru","DRE-051-Mustard-XL","Mustard, XL","61000","49500","5","0","247500","57500","0","0","253","5","1265","0","0","0","0","0","0","0","0","0","10000","0","247500","10000","","","user_32u5cx","Pembeli 7895","6281849977156","Jl. Mawar No. 24, RT 04/RW 05","Makassar","Sulawesi Selatan","2024-05-07 05:55"
"240926FIAJIJNL","Selesai","","","SPX6623784183","Kargo","Pick-up","2024-09-28 08:55","2024-09-28 07:55","2024-09-26 07:47","2024-09-26 08:55","COD","CEL-088","Celana Kulot Wanita Formal Import","CEL-088-Beige-L","Beige, L","439000","332500","3","0","997500","319500","0","15000","357","3","1071","0","0","15000","0","0","0","0","0","5000","0","0","987500","5000","","","user_sf1pt6","Pembeli 9975","6288346261022","Jl. Mawar No. 26, RT 07/RW 04","Yogyakarta","DI Yogyakarta","2024-10-03 07:55"
"240612NBHNDVO0","Selesai","","","SICEPAT7923400243","Same Day","Pick-up","2024-06-14 14:47","2024-06-13 19:47","2024-06-12 12:51","2024-06-12 14:47","SPayLater","CAR-073","Cardigan Wanita Slim Fit Murah","CAR-073-Maroon-XL","Maroon, XL","110000","89100","1","0","89100","20900","0","0","262","1","262","0","0","0","0","0","0","0","0","0","5000","0","89100","5000","","","user_gelhnc","Pembeli 7784","6287610018828","Jl. Mawar No. 16, RT 02/RW 05","Makassar","Sulawesi Selatan","2024-06-15 19:47"
"241030YYX0102O","Selesai","","","JNT7299139379","Kargo","Pick-up","2024-11-01 23:57","2024-11-01 08:57","2024-10-30 23:14","2024-10-30 23:57","ShopeePay","KEM-063","Kemeja Wanita Korean Style Bahan Adem","KEM-063-Maroon-S","Maroon, S","71000","42900","1","0","42900","28100","5000","15000","367","1","367","5000","0","15000","0","0","0","0","0","0","15000","0","22900","15000","","","user_iadvo9","Pembeli 3493","6287539772068","Jl. Mawar No. 76, RT 08/RW 05","Jakarta","DKI Jakarta","2024-11-03 08:57"
"240724KG8JWNUK","Selesai","","","JNT6893649527","Reguler","Antar ke counter","2024-07-26 23:58","2024-07-26 21:58","2024-07-24 23:28","2024-07-24 23:58","COD","CAR-073","Cardigan Wanita Slim Fit Murah","CAR-073-Putih-XL","Putih, XL","110000","78200","3","0","234600","95400","5000","0","262","3","786","5000","0","0","0","0","0","0","0","0","10000","0","229600","10000","","","user_ug0rqa","Pembeli 7880","6287744870231","Jl. Mawar No. 92, RT 06/RW 02","Tangerang","Banten","2024-07-31 21:58"
"241120U8EZKXQ8","Selesai","","","JNT8135919799","Kargo","Pick-up","2024-11-22 09:48","2024-11-22 03:48","2024-11-20 09:37","2024-11-20 09:48","Kartu Kredit","KAO-082","Kaos Wanita Kekinian Elegan","KAO-082-Maroon-M","Maroon, M","317000","271100","4","0","1084400","183600","5000","0","152","4","608","5000","0","0","0","0","0","0","0","25000","0","0","1104400","25000","","","user_ifk0vz","Pembeli 1756","6281227722687","Jl. Mawar No. 57, RT 01/RW 08","Yogyakarta","DI Yogyakarta","2024-11-23 03:48"
"2410133MU50CS9","Selesai","","","JP8879326817","Hemat","Pick-up","2024-10-15 13:08","2024-10-14 16:08","2024-10-13 11:33","2024-10-13 13:08","Kartu Kredit","OUT-040","Outer Wanita Kekinian Import","OUT-040-Sage green-M","Sage green, M","395000","266400","5","0","1332000","643000","10000","0","229","5","1145","10000","0","0","0","0","0","0","0","0","10000","0","1322000","10000","","","user_9eh7ol","Pembeli 5487","6288031779258","Jl. Mawar No. 92, RT 08/RW 02","Bekasi","Jawa Barat","2024-10-16 16:08"
"240701AQUEFIMD","Selesai","","","JNT0707191342","Kargo","Antar ke counter","2024-07-03 01:05","2024-07-02 22:05","2024-07-01 01:00","2024-07-01 01:05","Kartu Kredit","ROK-013","Rok Midi Wanita Formal Terbaru","ROK-013-Mustard-All Size","Mustard, All Size","224000","193900","5","0","969500","150500","10000","0","221","5","1105","10000","0","0","0","0","0","4930","0","0","30000","0","954570","30000","","","user_418grz","Pembeli 8911","6289463182829","Jl. Mawar No. 72, RT 08/RW 08","Tangerang","Banten","2024-07-03 22:05"
"240203SCW1PZ11","Diproses","","","JP5114904471","Same Day","Pick-up","2024-02-05 16:17","2024-02-05 15:17","2024-02-03 14:40","2024-02-03 16:17","Transfer Bank","ROK-055","Rok Mini Wanita Korean Style Bahan Adem","ROK-055-Sage green-M","Sage green, M","37000","28000","2","0","56000","18000","5000","15000","398","2","796","5000","0","15000","0","0","0","4104","0","20000","0","0","51896","20000","","","user_91aay0","Pembeli 1157","6285385913137","Jl. Mawar No. 6, RT 04/RW 08","Tangerang","Banten",""
"241230RM43GMEF","Selesai","","","SPX0877585221","Hemat","Pick-up","2025-01-01 19:25","2024-12-31 21:25","2024-12-30 18:10","2024-12-30 19:25","SPayLater","SET-062","Setelan Wanita Korean Style Terbaru","SET-062-Dusty pink-All Size","Dusty pink, All Size","329000","261900","4","0","1047600","268400","10000","0","272","4","1088","10000","0","0","0","0","0","0","0","15000","0","0","1052600","15000","","","user_leqmj1","Pembeli 9353","6285737189443","Jl. Mawar No. 76, RT 05/RW 08","Makassar","Sulawesi Selatan","2025-01-04 21:25"
"240313O7O7GRI9","Selesai","","","SICEPAT6901769393","Instant","Pick-up","2024-03-15 05:40","2024-03-14 04:40","2024-03-13 04:44","2024-03-13 05:40","COD","SWE-028","Sweater Wanita Kekinian Terbaru","SWE-028-Coklat-S","Coklat, S","378000","278200","1","0","278200","99800","0","0","334","1","334","0","0","0","0","0","0","0","0","0","5000","0","278200","5000","","","user_ffq0ne","Pembeli 4278","6281106185273","Jl. Mawar No. 93, RT 06/RW 04","Tangerang","Banten","2024-03-18 04:40"
"240220WT3HKO1C","Dikirim","","","JNT6195488841","Hemat","Pick-up","2024-02-22 07:31","2024-02-22 05:31","2024-02-20 07:11","2024-02-20 07:31","COD","SET-043","Setelan Wanita Korean Style Bahan Adem","SET-043-Mustard-M","Mustard, M","313000","286200","2","0","572400","53600","0","0","208","2","416","0","0","0","0","0","0","3225","0","0","30000","0","569175","30000","","","user_fh7b0a","Pembeli 4236","6281820714100","Jl. Mawar No. 98, RT 04/RW 02","Depok","Jawa Barat",""
"2405190E9H2BVW","Selesai","","","JP2215767619","Kargo","Pick-up","2024-05-21 21:16","2024-05-21 16:16","2024-05-19 19:53","2024-05-19 21:16","Transfer Bank","JAK-084","Jaket Wanita Polos Bahan Adem","JAK-084-Navy-All Size","Navy, All Size","105000","99100","4","0","396400","23600","0","0","260","4","1040","0","0","0","0","0","0","0","0","0","15000","0","396400","15000","","","user_qypbhf","Pembeli 8377","6287568377041","Jl. Mawar No. 79, RT 04/RW 05","Tangerang","Banten","2024-05-26 16:16"
"240823IML4NFLU","Selesai","","","SPX6032057843","Instant","Pick-up","2024-08-25 20:24","2024-08-25 17:24","2024-08-23 19:24","2024-08-23 20:24","COD","ROK-099","Rok Mini Wanita Basic Bahan Adem","ROK-099-Putih-S","Putih, S","127000","115000","1","0","115000","12000","0","15000","215","1","215","0","0","15000","0","0","0","0","0","0","30000","0","100000","30000","","","user_rq53ut","Pembeli 5040","6287801403087","Jl. Mawar No. 93, RT 02/RW 01","Yogyakarta","DI Yogyakarta","2024-08-28 17:24"
"2406048H7QUVCY","Selesai","","","JNT2645235053","Instant","Antar ke counter","2024-06-06 12:53","2024-06-06 04:53","2024-06-04 12:22","2024-06-04 12:53","ShopeePay","KAO-053","Kaos Wanita Casual Elegan","KAO-053-Sage green-XL","Sage green, XL","123000","83300","3","0","249900","119100","0","0","221","3","663","0","0","0","0","0","0","1612","0","0","25000","0","248288","25000","","","user_x087nn","Pembeli 3748","6288708304387","Jl. Mawar No. 27, RT 03/RW 03","Bandung","Jawa Barat","2024-06-09 04:53"
"24010213ZP84JR","Selesai","","","JP0054777281","Same Day","Pick-up","2024-01-05 01:08","2024-01-03 19:08","2024-01-02 23:25","2024-01-03 01:08","Kartu Kredit","CEL-038","Celana Kulot Wanita Motif Bunga Elegan","CEL-038-Maroon-All Size","Maroon, All Size","311000","198900","2","0","397800","224200","5000","0","192","2","384","5000","0","0","0","0","0","0","0","25000","0","0","417800","25000","","","user_yvr7k7","Pembeli 6992","6283401862303","Jl. Mawar No. 2, RT 05/RW 06","Jakarta","DKI Jakarta","2024-01-06 19:08"
"2403234X3OOVXJ","Selesai","","","SICEPAT7877935563","Instant","Antar ke counter","2024-03-25 22:35","2024-03-25 00:35","2024-03-23 21:06","2024-03-23 22:35","COD","JAK-011","Jaket Wanita Polos Import","JAK-011-Lilac-M","Lilac, M","390000","310100","3","0","930300","239700","0","15000","167","3","501","0","0","15000","0","0","0","0","0","0","25000","0","915300","25000","","","user_b3swso","Pembeli 6298","6281248068038","Jl. Mawar No. 31, RT 01/RW 09","Medan","Sumatera Utara","2024-03-28 00:35"
"240327B103OLM2","Selesai","","","JNT2439113024","Kargo","Pick-up","2024-03-29 08:33","2024-03-28 10:33","2024-03-27 07:54","2024-03-27 08:33","COD","DRE-066","Dress Wanita Polos Terbaru","DRE-066-Lilac-S","Lilac, S","244000","213900","3","0","641700","90300","5000","0","318","3","954","5000","0","0","0","0","0","0","0","20000","0","0","656700","20000","","","user_pq0ux5","Pembeli 7980","6281348166328","Jl. Mawar No. 23, RT 02/RW 06","Semarang","Jawa Tengah","2024-03-29 10:33"
"241002V1E6W0BM","Selesai","","","JP0815221576","Reguler","Antar ke counter","2024-10-04 20:15","2024-10-03 12:15","2024-10-02 19:10","2024-10-02 20:15","ShopeePay","DRE-012","Dress Wanita Motif Bunga Import","DRE-012-Coklat-All Size","Coklat, All Size","425000","357100","1","0","357100","67900","10000","0","224","1","224","10000","0","0","0","0","0","4235","0","25000","0","0","367865","25000","","","user_95c434","Pembeli 2551","6285530327273","Jl. Mawar No. 96, RT 02/RW 05","Jakarta","DKI Jakarta","2024-10-04 12:15"
"240216RY7QNUNZ","Selesai","","","SPX8550460003","Kargo","Antar ke counter","2024-02-18 23:18","2024-02-17 17:18","2024-02-16 22:04","2024-02-16 23:18","Transfer Bank","ROK-076","Rok Mini Wanita Vintage Bahan Adem","ROK-076-Coklat-M","Coklat, M","109000","74900","5","0","374500","170500","0","15000","219","5","1095","0","0","15000","0","0","0","0","0","0","20000","0","359500","20000","","","user_hf1km8","Pembeli 1689","6282138967191","Jl. Mawar No. 86, RT 01/RW 04","Depok","Jawa Barat","2024-02-19 17:18"
"240408V01U6C2H","Selesai","","","SICEPAT3099149102","Reguler","Antar ke counter","2024-04-11 00:52","2024-04-09 12:52","2024-04-08 23:42","2024-04-09 00:52","Kartu Kredit","OUT-049","Outer Wanita Vintage Terbaru","OUT-049-Mustard-L","Mustard, L","367000","227500","4","0","910000","558000","10000","0","260","4","1040","10000","0","0","0","0","0","4405","0","5000","0","0","900595","5000","","","user_ce05z2","Pembeli 4631","6281840383636","Jl. Mawar No. 24, RT 06/RW 06","Bandung","Jawa Barat","2024-04-10 12:52"
"2411036J2TIPLK","Selesai","","","SICEPAT5679888765","Reguler","Antar ke counter","2024-11-05 02:35","2024-11-04 11:35","2024-11-03 01:58","2024-11-03 02:35","COD","ROK-070","Rok Midi Wanita Korean Style Elegan","ROK-070-Hitam-L","Hitam, L","348000","286800","3","0","860400","183600","10000","0","294","3","882","10000","0","0","0","0","0","0","0","0","5000","0","850400","5000","","","user_1761j0","Pembeli 7669","6284607063045","Jl. Mawar No. 70, RT 02/RW 08","Semarang","Jawa Tengah","2024-11-08 11:35"
"241205Q1V53HD7","Selesai","","","SICEPAT0683954192","Kargo","Antar ke counter","2024-12-07 22:58","2024-12-06 11:58","2024-12-05 22:12","2024-12-05 22:58","ShopeePay","ROK-055","Rok Mini Wanita Korean Style Bahan Adem","ROK-055-Mustard-All Size","Mustard, All Size","37000","32300","5","0","161500","23500","5000","0","398","5","1990","5000","0","0","0","0","0","0","0","20000","0","0","176500","20000","","","user_km79pp","Pembeli 6180","6284642012013","Jl. Mawar No. 87, RT 09/RW 05","Depok","Jawa Barat","2024-12-10 11:58"
"240420N403KF63","Selesai","","","SICEPAT1963550993","Same Day","Pick-up","2024-04-22 23:54","2024-04-21 19:54","2024-04-20 22:50","2024-04-20 23:54","COD","HIJ-057","Hijab Wanita Formal Elegan","HIJ-057-Navy-S","Navy, S","60000","54500","4","0","218000","22000","0","0","192","4","768","0","0","0","0","0","0","3444","0","20000","0","0","234556","20000","","","user_3ot79y","Pembeli 8915","6283793734125","Jl. Mawar No. 16, RT 07/RW 06","Surabaya","Jawa Timur","2024-04-26 19:54"
"240712L1GEJ7AW","Dibatalkan","Penjual tidak merespon","Dibatalkan oleh Sistem","","Kargo","Antar ke counter","2024-07-14 02:53","","2024-07-12 02:36","","Kartu Kredit","CAR-018","Cardigan Wanita Motif Bunga Murah","CAR-018-Sage green-M","Sage green, M","423000","361400","2","0","722800","123200","10000","0","348","2","696","10000","0","0","0","0","0","1002","0","0","15000","0","711798","15000","","","user_4locgn","Pembeli 1926","6281645098787","Jl. Mawar No. 81, RT 06/RW 04","Makassar","Sulawesi Selatan",""
"241118WUY0CDAB","Selesai","","","JNT6217168959","Reguler","Pick-up","2024-11-20 03:09","2024-11-19 05:09","2024-11-18 01:49","2024-11-18 03:09","Kartu Kredit","OUT-092","Outer Wanita Premium Murah","OUT-092-Putih-L","Putih, L","186000","117500","1","0","117500","68500","0","15000","360","1","360","0","0","15000","0","0","0","0","0","25000","0","0","127500","25000","","","user_f5bf7p","Pembeli 9698","6281632530290","Jl. Mawar No. 12, RT 04/RW 08","Depok","Jawa Barat","2024-11-21 05:09"
"240921JNTSSQAJ","Selesai","","","SPX8149568863","Kargo","Antar ke counter","2024-09-23 13:12","2024-09-23 01:12","2024-09-21 11:59","2024-09-21 13:12","Transfer Bank","HIJ-057","Hijab Wanita Formal Elegan","HIJ-057-Dusty pink-L","Dusty pink, L","60000","38800","4","0","155200","84800","10000","0","192","4","768","10000","0","0","0","0","0","0","0","0","10000","0","145200","10000","","","user_ellcqs","Pembeli 4056","6283377430161","Jl. Mawar No. 43, RT 01/RW 04","Medan","Sumatera Utara","2024-09-27 01:12"
"2406037MV5NLZL","Selesai","","","SICEPAT9755927847","Instant","Pick-up","2024-06-05 02:37","2024-06-04 17:37","2024-06-03 01:36","2024-06-03 02:37","ShopeePay","CEL-007","Celana Kulot Wanita Formal Murah","CEL-007-Maroon-L","Maroon, L","82000","71900","2","0","143800","20200","5000","0","173","2","346","5000","0","0","0","0","0","0","0","25000","0","0","163800","25000","","","user_rk6c2j","Pembeli 1062","6281523046293","Jl. Mawar No. 50, RT 02/RW 05","Bandung","Jawa Barat","2024-06-06 17:37"
"241227893ENVRJ","Selesai","","","JP5648632225","Reguler","Antar ke counter","2024-12-29 19:20","2024-12-28 20:20","2024-12-27 18:53","2024-12-27 19:20","Kartu Kredit","SET-021","Setelan Wanita Formal Elegan","SET-021-Mustard-XL","Mustard, XL","232000","152000","4","0","608000","320000","5000","0","376","4","1504","5000","0","0","0","0","0","0","0","30000","0","0","633000","30000","","","user_r0tmto","Pembeli 2127","6289300417166","Jl. Mawar No. 66, RT 07/RW 01","Depok","Jawa Barat","2025-01-01 20:20"
"2406268F4TF5GY","Selesai","","","SPX4289211262","Same Day","Antar ke counter","2024-06-28 06:22","2024-06-27 08:22","2024-06-26 05:26","2024-06-26 06:22","COD","ROK-056","Rok Midi Wanita Formal Import","ROK-056-Hitam-L","Hitam, L","238000","188600","1","0","188600","49400","5000","15000","274","1","274","5000","0","15000","0","0","0","2931","0","0","20000","0","165669","20000","","","user_aaoo91","Pembeli 7589","6281053780353","Jl. Mawar No. 87, RT 08/RW 07","Bekasi","Jawa Barat","2024-06-28 08:22"
"240728ESL4PD8G","Selesai","","","SPX8585477127","Instant","Antar ke counter","2024-07-30 05:56","2024-07-29 00:56","2024-07-28 05:39","2024-07-28 05:56","COD","KEM-026","Kemeja Wanita Motif Bunga Elegan","KEM-026-Coklat-S","Coklat, S","335000","212000","3","0","636000","369000","10000","15000","166","3","498","10000","0","15000","0","0","0","0","0","0","30000","0","611000","30000","","","user_t9dhxj","Pembeli 6571","6288417426611","Jl. Mawar No. 75, RT 09/RW 02","Jakarta","DKI Jakarta","2024-08-03 00:56"
"240112QSRNH2PH","Selesai","","","SPX4647379729","Same Day","Pick-up","2024-01-14 08:59","2024-01-13 20:59","2024-01-12 07:07","2024-01-12 08:59","Kartu Kredit","CRO-010","Crop Top Wanita Vintage Bahan Adem","CRO-010-Navy-L","Navy, L","180000","134500","3","0","403500","136500","0","0","362","3","1086","0","0","0","0","0","0","0","0","0","25000","0","403500","25000","","","user_17h4gy","Pembeli 6512","6287769729882","Jl. Mawar No. 23, RT 08/RW 07","Bekasi","Jawa Barat","2024-01-14 20:59"
"241028JVAA08D7","Selesai","","","SICEPAT2552859671","Instant","Pick-up","2024-10-30 05:23","2024-10-28 22:23","2024-10-28 04:43","2024-10-28 05:23","Transfer Bank","ROK-016","Rok Midi Wanita Polos Import","ROK-016-Coklat-M","Coklat, M","303000","223400","1","0","223400","79600","0","0","336","1","336","0","0","0","0","0","0","0","0","5000","0","0","228400","5000","","","user_vmsak0","Pembeli 7761","6289468902807","Jl. Mawar No. 64, RT 03/RW 02","Bandung","Jawa Barat","2024-11-01 22:23"
"241028D4XNYWF5","Selesai","","","SICEPAT7089650945","Hemat","Pick-up","2024-10-30 23:03","2024-10-30 03:03","2024-10-28 21:18","2024-10-28 23:03","Transfer Bank","HIJ-048","Hijab Wanita Formal Elegan","HIJ-048-Maroon-All Size","Maroon, All Size","443000","275300","4","0","1101200","670800","0","15000","254","4","1016","0","0","15000","0","0","0","0","0","20000","0","0","1106200","20000","","","user_qpign2","Pembeli 8189","6285213001217","Jl. Mawar No. 35, RT 06/RW 08","Surabaya","Jawa Timur","2024-10-31 03:03"
"240630GHR4X51M","Diproses","","","JP6368446184","Same Day","Pick-up","2024-07-02 07:53","2024-07-01 02:53","2024-06-30 07:52","2024-06-30 07:53","SPayLater","TUN-075","Tunik Wanita Motif Bunga Terbaru","TUN-075-Navy-All Size","Navy, All Size","98000","81400","5","0","407000","83000","5000","15000","217","5","1085","5000","0","15000","0","0","0","0","0","5000","0","0","392000","5000","","","user_9r37v3","Pembeli 4187","6287059004982","Jl. Mawar No. 35, RT 08/RW 01","Tangerang","Banten",""
"240601T71RAIH0","Selesai","","","JNT5636869738","Hemat","Pick-up","2024-06-03 23:21","2024-06-03 03:21","2024-06-01 21:37","2024-06-01 23:21","ShopeePay","ROK-035","Rok Mini Wanita Slim Fit Murah","ROK-035-Maroon-L","Maroon, L","152000","98500","1","0","98500","53500","0","15000","164","1","164","0","0","15000","0","0","0","0","0","0","5000","0","83500","5000","","","user_uj3so5","Pembeli 5238","6281115902092","Jl. Mawar No. 57, RT 06/RW 05","Depok","Jawa Barat","2024-06-05 03:21"
"240524J92650I4","Selesai","","","SPX1626370980","Reguler","Pick-up","2024-05-26 12:05","2024-05-26 01:05","2024-05-24 10:06","2024-05-24 12:05","Transfer Bank","CRO-058","Crop Top Wanita Korean Style Elegan","CRO-058-Coklat-S","Coklat, S","165000","100900","3","0","302700","192300","5000","0","387","3","1161","5000","0","0","0","0","0","0","0","10000","0","0","307700","10000","","","user_os5quh","Pembeli 5773","6289265773095","Jl. Mawar No. 60, RT 05/RW 07","Jakarta","DKI Jakarta","2024-05-28 01:05"
"2402236QXJ8THM","Selesai","","","SPX8541577728","Same Day","Antar ke counter","2024-02-25 02:07","2024-02-24 21:07","2024-02-23 00:11","2024-02-23 02:07","COD","JAK-011","Jaket Wanita Polos Import","JAK-011-Hitam-M","Hitam, M","390000","284700","4","0","1138800","421200","5000","0","167","4","668","5000","0","0","0","0","0","0","0","0","30000","0","1133800","30000","","","user_vquqs9","Pembeli 1355","6282834450124","Jl. Mawar No. 34, RT 05/RW 04","Tangerang","Banten","2024-02-25 21:07"
"241110GQNXSKYZ","Dibatalkan","Waktu pengiriman terlalu lama","Dibatalkan oleh Pembeli","","Reguler","Pick-up","2024-11-12 02:17","","2024-11-10 00:20","","Kartu Kredit","JAK-098","Jaket Wanita Rajut Murah","JAK-098-Beige-XL","Beige, XL","253000","237500","4","0","950000","62000","10000","15000","305","4","1220","10000","0","15000","0","0","0","0","0","0","25000","0","925000","25000","","","user_yefg5o","Pembeli 2554","6284705248398","Jl. Mawar No. 73, RT 02/RW 03","Bandung","Jawa Barat",""
"240321RSWG5T3I","Selesai","","","SICEPAT4509594008","Instant","Antar ke counter","2024-03-23 12:16","2024-03-22 15:16","2024-03-21 10:19","2024-03-21 12:16","Kartu Kredit","KAO-082","Kaos Wanita Kekinian Elegan","KAO-082-Sage green-S","Sage green, S","317000","202800","4","0","811200","456800","5000","15000","152","4","608","5000","0","15000","0","0","0","3174","0","0","20000","0","788026","20000","","","user_82is1q","Pembeli 8091","6283913677426","Jl. Mawar No. 38, RT 05/RW 03","Medan","Sumatera Utara","2024-03-26 15:16"
"240914HAV66M8M","Selesai","","","JNT2947368998","Hemat","Antar ke counter","2024-09-16 15:20","2024-09-16 03:20","2024-09-14 13:39","2024-09-14 15:20","Transfer Bank","ROK-071","Rok Mini Wanita Vintage Bahan Adem","ROK-071-Mustard-L","Mustard, L","139000","83600","5","0","418000","277000","5000","15000","279","5","1395","5000","0","15000","0","0","0","1020","0","30000","0","0","426980","30000","","","user_pwb0f4","Pembeli 1618","6284860887479","Jl. Mawar No. 78, RT 07/RW 07","Makassar","Sulawesi Selatan","2024-09-21 03:20"
"240102K52BI86M","Dibatalkan","Berubah pikiran","Dibatalkan oleh Pembeli","","Reguler","Antar ke counter","2024-01-04 06:31","","2024-01-02 05:59","","COD","KAO-082","Kaos Wanita Kekinian Elegan","KAO-082-Mustard-S","Mustard, S","317000","212000","3","0","636000","315000","0","0","152","3","456","0","0","0","0","0","0","0","0","0","30000","0","636000","30000","","","user_hu7akh","Pembeli 9711","6288964258553","Jl. Mawar No. 67, RT 03/RW 01","Depok","Jawa Barat",""
"240725I7EP03LK","Diproses","","","SPX9374428918","Kargo","Antar ke counter","2024-07-27 02:58","2024-07-26 18:58","2024-07-25 02:21","2024-07-25 02:58","SPayLater","KAO-042","Kaos Wanita Vintage Import","KAO-042-Sage green-M","Sage green, M","145000","111000","1","0","111000","34000","0","0","166","1","166","0","0","0","0","0","0","4132","0","25000","0","0","131868","25000","","","user_74v5dm","Pembeli 6936","6284108772304","Jl. Mawar No. 44, RT 06/RW 01","Surabaya","Jawa Timur",""
"241015Q1K1QRRN","Dikirim","","","SICEPAT1707255173","Kargo","Pick-up","2024-10-17 02:36","2024-10-16 19:36","2024-10-15 01:31","2024-10-15 02:36","Kartu Kredit","ROK-003","Rok Midi Wanita Formal Import","ROK-003-Lilac-All Size","Lilac, All Size","288000","259900","3","0","779700","84300","0","0","304","3","912","0","0","0","0","0","0","0","0","30000","0","0","809700","30000","","","user_7mmz1h","Pembeli 6449","6289856235625","Jl. Mawar No. 97, RT 03/RW 03","Semarang","Jawa Tengah",""
"241205671PJ0AK","Selesai","","","JNT8124878256","Kargo","Pick-up","2024-12-07 09:32","2024-12-06 20:32","2024-12-05 09:08","2024-12-05 09:32","SPayLater","KEM-063","Kemeja Wanita Korean Style Bahan Adem","KEM-063-Hitam-L","Hitam, L","71000","45700","3","0","137100","75900","10000","15000","367","3","1101","10000","0","15000","0","0","0","0","0","0","25000","0","112100","25000","","","user_phu2xr","Pembeli 3523","6286711843138","Jl. Mawar No. 76, RT 04/RW 06","Bandung","Jawa Barat","2024-12-07 20:32"
