"Pesanan (Toko, Live)","Tanggal Pesanan","Kategori","Nama Produk","variasi","Harga","Jumlah","Total","Metode pembayaran(Cash,Tf,Qris)","No Telepon"
"Live","2024-06-16","Peralatan Memasak Utama","[NEW] Wajan","Besar","161000","5","805000","Qris","085495611995"
"Toko","2024-06-17","Peralatan Pemotong Khusus","[NEW] Pisau Daging","1.5L","93000","5","465000","Cash",""
"Toko","2024-06-19","Peralatan Pengaduk & Pencampur","[SCD] Centong","Putih","28500","1","28500","Tf",""
"Live","2024-06-19","Peralatan Kebersihan Dapur","[SCD] Spons Cuci Piring","Hitam","30500","5","152500","Qris","089515849163"
"Live","2024-06-21","Peralatan Penyajian","[NEW] Mangkuk Saji","Biru","31000","3","93000","Tf","088010960773"
"Live","2024-06-21","Peralatan Persiapan Bahan","[NEW] Baskom","2L","16000","5","80000","Qris","082472921559"
"Toko","2024-06-21","Peralatan Baking","[NEW] Cetakan Muffin","Stainless","71000","3","213000","Cash",""
"Toko","2024-06-21","Peralatan Pendingin","[SCD] Cetakan Es Batu","Kecil","27500","5","137500","Qris",""
"Live","2024-06-21","Peralatan Pemanas","[SCD] Microwave","Putih","626000","5","3130000","Qris","085918362093"
"Toko","2024-06-21","Peralatan Pemotong Khusus","[SCD] Pisau Roti","2L","34500","5","172500","Qris",""
"Live","2024-06-21","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Kecil","47000","2","94000","Tf","084317585747"
"Toko","2024-06-22","Peralatan Memasak Utama","[SCD] Wajan","Merah","78000","5","390000","Cash",""
"Live","2024-06-22","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","Kecil","57000","2","114000","Qris","081476901824"
"Live","2024-06-22","Peralatan Elektronik Dapur Kecil","[PRV] Blender","Putih","158000","5","790000","Tf","089376038133"
"Toko","2024-06-24","Peralatan Memasak Utama","[SCD] Teflon","Putih","142500","1","142500","Qris",""
"Toko","2024-06-24","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","Plastik","331000","5","1655000","Tf",""
"Toko","2024-06-25","Peralatan Penyajian","[NEW] Piring Saji","Biru","42000","3","126000","Tf",""
"Live","2024-06-25","Peralatan Minum","[SCD] Teko Air","Biru","6000","1","6000","Tf","083947534449"
"Toko","2024-06-25","Peralatan Kebersihan Dapur","[SCD] Lap Dapur","500ml","13500","1","13500","Cash",""
"Live","2024-06-25","Peralatan Minum","[NEW] Termos","Merah","24000","3","72000","Qris","088998065221"
"Live","2024-06-25","Peralatan Pendingin","[PRV] Ice Box","1.5L","45500","3","136500","Tf","089601717439"
"Live","2024-06-25","Peralatan Penyimpanan Makanan","[PRV] Rak Bumbu","Hitam","45500","1","45500","Tf","083209633097"
"Toko","2024-06-25","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","1L","85000","3","255000","Tf",""
"Live","2024-06-26","Peralatan Pengukuran","[PRV] Timbangan Dapur","250ml","58000","1","58000","Tf","085394903485"
"Toko","2024-06-26","Peralatan Khusus / Unik","[PRV] Pemecah Kemiri","Kecil","21000","1","21000","Tf",""
"Live","2024-06-26","Peralatan Memasak Utama","[NEW] Panci","1L","207000","5","1035000","Tf","081064552568"
"Toko","2024-06-26","Peralatan Pengaduk & Pencampur","[SCD] Centong","250ml","10500","2","21000","Cash",""
"Toko","2024-06-26","Peralatan Memasak Utama","[NEW] Teflon","Merah","85000","1","85000","Qris",""
"Live","2024-06-26","Peralatan Elektronik Dapur Kecil","[PRV] Rice Cooker","Hitam","490500","1","490500","Tf","086727901214"
"Toko","2024-06-26","Peralatan Penyajian","[SCD] Nampan","500ml","46500","3","139500","Qris",""
"Live","2024-06-26","Peralatan Khusus / Unik","[PRV] Cetakan Bento","Kayu","29500","5","147500","Qris","082999621640"
"Live","2024-06-26","Peralatan Pemanas","[SCD] Kompor Listrik","Kayu","526000","1","526000","Qris","083555339354"
"Toko","2024-06-27","Peralatan Penyimpanan Makanan","[PRV] Toples Kaca","500ml","17000","2","34000","Tf",""
"Live","2024-06-27","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","5L","41000","1","41000","Qris","087233548907"
"Toko","2024-06-27","Peralatan Minum","[SCD] Teko Air","Silver","31000","1","31000","Cash",""
"Toko","2024-06-27","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","Merah","90000","2","180000","Cash",""
"Live","2024-06-27","Peralatan Penyimpanan Makanan","[SCD] Kotak Makan Plastik","1L","24500","3","73500","Qris","086791416035"
"Live","2024-06-27","Peralatan Persiapan Bahan","[NEW] Baskom","500ml","74000","1","74000","Qris","089600917933"
"Live","2024-06-27","Peralatan Pengukuran","[SCD] Timbangan Dapur","Kecil","26000","1","26000","Tf","082380228897"
"Toko","2024-06-27","Peralatan Pengaduk & Pencampur","[PRV] Sendok Sayur","Silver","12000","4","48000","Tf",""
"Toko","2024-06-28","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Hitam","79000","5","395000","Cash",""
"Toko","2024-06-28","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","5L","55000","5","275000","Qris",""
"Toko","2024-06-28","Peralatan Penyajian","[NEW] Piring Saji","2L","27000","4","108000","Tf",""
"Live","2024-06-28","Peralatan Baking","[NEW] Cetakan Muffin","1.5L","271000","3","813000","Qris","082446687288"
"Toko","2024-06-28","Peralatan Pendingin","[NEW] Cetakan Es Batu","Besar","44000","2","88000","Tf",""
"Toko","2024-06-28","Peralatan Khusus / Unik","[NEW] Cetakan Bento","1.5L","18000","1","18000","Tf",""
"Live","2024-06-28","Peralatan Pendingin","[SCD] Cetakan Es Batu","5L","25000","2","50000","Qris","082287179598"
"Toko","2024-06-28","Peralatan Kebersihan Dapur","[SCD] Spons Cuci Piring","Stainless","27500","4","110000","Tf",""
"Live","2024-06-28","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Sedang","1178000","5","5890000","Qris","083234273544"
"Live","2024-06-28","Peralatan Khusus / Unik","[NEW] Alat Pembuat Sushi","Kecil","91000","1","91000","Qris","087033225240"
"Toko","2024-06-29","Peralatan Pendingin","[NEW] Cooler Bag","Kecil","28000","5","140000","Cash",""
"Toko","2024-06-29","Peralatan Persiapan Bahan","[SCD] Talenan","1.5L","15500","1","15500","Qris",""
"Live","2024-06-29","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Merah","675000","1","675000","Qris","085275863110"
"Toko","2024-06-29","Peralatan Pengukuran","[SCD] Timbangan Dapur","Hitam","13500","4","54000","Cash",""
"Toko","2024-06-29","Peralatan Penyajian","[PRV] Nampan","Putih","63500","1","63500","Cash",""
"Live","2024-06-30","Peralatan Baking","[NEW] Loyang Kue","Kayu","90000","4","360000","Qris","087037689117"
"Toko","2024-06-30","Peralatan Pengukuran","[NEW] Timbangan Dapur","Kecil","64000","4","256000","Tf",""
"Live","2024-06-30","Peralatan Elektronik Dapur Kecil","[PRV] Rice Cooker","Putih","776500","4","3106000","Tf","087734181092"
"Live","2024-06-30","Peralatan Khusus / Unik","[SCD] Alat Pembuat Sushi","Merah","22000","4","88000","Tf","084462519778"
"Live","2024-06-30","Peralatan Penyimpanan Makanan","[SCD] Food Container","2L","12500","3","37500","Qris","082464057611"
"Live","2024-06-30","Peralatan Elektronik Dapur Kecil","[NEW] Blender","Sedang","449000","2","898000","Tf","083644759875"
"Toko","2024-06-30","Peralatan Khusus / Unik","[NEW] Cetakan Bento","Silver","85000","2","170000","Qris",""
"Live","2024-06-30","Peralatan Khusus / Unik","[SCD] Alat Pembuat Sushi","Kayu","12000","2","24000","Tf","084944585439"
"Toko","2024-06-30","Peralatan Khusus / Unik","[NEW] Alat Pembuat Sushi","500ml","52000","4","208000","Cash",""
"Live","2024-06-30","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Besar","22000","3","66000","Tf","082179583925"
"Toko","2024-06-30","Peralatan Kebersihan Dapur","[SCD] Tempat Sabun","Putih","20500","2","41000","Tf",""
"Live","2024-07-01","Peralatan Penyajian","[SCD] Piring Kaca","1L","14000","3","42000","Qris","088829836983"
"Toko","2024-07-01","Peralatan Penyimpanan Makanan","[PRV] Toples Kaca","5L","8500","5","42500","Qris",""
"Live","2024-07-02","Peralatan Elektronik Dapur Kecil","[SCD] Rice Cooker","Putih","451000","3","1353000","Qris","086025200335"
"Toko","2024-07-03","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","1L","23000","1","23000","Tf",""
"Toko","2024-07-03","Peralatan Elektronik Dapur Kecil","[SCD] Rice Cooker","Besar","277500","2","555000","Qris",""
"Live","2024-07-03","Peralatan Baking","[NEW] Cetakan Muffin","Silver","219000","4","876000","Tf","084541428434"
"Toko","2024-07-04","Peralatan Memasak Utama","[SCD] Wajan","Kecil","42500","4","170000","Tf",""
"Live","2024-07-04","Peralatan Persiapan Bahan","[NEW] Baskom","Putih","27000","3","81000","Qris","083314789299"
"Live","2024-07-04","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","2L","75000","1","75000","Tf","083941174663"
"Live","2024-07-05","Peralatan Khusus / Unik","[SCD] Cetakan Bento","Plastik","10500","5","52500","Tf","082883447331"
"Live","2024-07-05","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","Besar","36000","4","144000","Qris","084832048351"
"Toko","2024-07-06","Peralatan Penyajian","[NEW] Piring Saji","500ml","54000","5","270000","Qris",""
"Live","2024-07-06","Peralatan Memasak Utama","[PRV] Teflon","500ml","105500","1","105500","Qris","089042167632"
"Toko","2024-07-06","Peralatan Pendingin","[PRV] Cooler Bag","Biru","13500","5","67500","Cash",""
"Live","2024-07-07","Peralatan Persiapan Bahan","[NEW] Cobek","1.5L","71000","3","213000","Qris","089838024586"
"Toko","2024-07-07","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","2L","24000","5","120000","Tf",""
"Toko","2024-07-07","Peralatan Elektronik Dapur Kecil","[SCD] Blender","Kayu","481500","3","1444500","Tf",""
"Live","2024-07-07","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Sedang","57000","2","114000","Tf","088335027462"
"Live","2024-07-07","Peralatan Pendingin","[NEW] Ice Box","Besar","39000","2","78000","Tf","087429264878"
"Toko","2024-07-07","Peralatan Memasak Utama","[SCD] Teflon","5L","132000","3","396000","Tf",""
"Live","2024-07-07","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Kecil","92000","2","184000","Qris","084059656488"
"Live","2024-07-07","Peralatan Pemanas","[NEW] Microwave","1.5L","633000","5","3165000","Qris","084244104327"
"Toko","2024-07-07","Peralatan Minum","[NEW] Mug Keramik","Plastik","95000","2","190000","Tf",""
"Toko","2024-07-07","Peralatan Penyajian","[SCD] Piring Kaca","Putih","37500","2","75000","Qris",""
"Live","2024-07-07","Peralatan Memasak Utama","[NEW] Wajan","Kecil","265000","3","795000","Tf","085227503794"
"Toko","2024-07-07","Peralatan Pemotong Khusus","[PRV] Peeler","Biru","60000","2","120000","Cash",""
"Live","2024-07-08","Peralatan Pengukuran","[NEW] Timbangan Dapur","Silver","73000","1","73000","Tf","087557700275"
"Live","2024-07-09","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","Stainless","93000","2","186000","Qris","083771524567"
"Live","2024-07-10","Peralatan Baking","[SCD] Kuas Kue","500ml","81000","4","324000","Tf","082539234719"
"Toko","2024-07-10","Peralatan Memasak Utama","[SCD] Panci","Hitam","77000","5","385000","Tf",""
"Live","2024-07-11","Peralatan Pendingin","[SCD] Ice Box","5L","23000","2","46000","Qris","083906558103"
"Toko","2024-07-11","Peralatan Pemanas","[NEW] Oven","Stainless","285000","1","285000","Qris",""
"Toko","2024-07-11","Peralatan Minum","[NEW] Gelas Kaca","Merah","25000","5","125000","Tf",""
"Live","2024-07-11","Peralatan Baking","[NEW] Rolling Pin","Besar","280000","4","1120000","Qris","085395652634"
"Live","2024-07-12","Peralatan Pengaduk & Pencampur","[SCD] Whisk","5L","28000","2","56000","Tf","086678094573"
"Toko","2024-07-12","Peralatan Pendingin","[NEW] Cetakan Es Batu","Merah","52000","4","208000","Tf",""
"Live","2024-07-15","Peralatan Pendingin","[NEW] Cooler Bag","1.5L","58000","4","232000","Qris","088475693862"
"Live","2024-07-15","Peralatan Baking","[NEW] Kuas Kue","1.5L","68000","1","68000","Tf","084098396257"
"Toko","2024-07-15","Peralatan Minum","[NEW] Termos","Stainless","96000","4","384000","Cash",""
"Toko","2024-07-15","Peralatan Minum","[SCD] Teko Air","1.5L","37500","4","150000","Tf",""
"Live","2024-07-16","Peralatan Penyajian","[PRV] Nampan","Silver","69500","3","208500","Qris","085683901307"
"Live","2024-07-16","Peralatan Penyajian","[NEW] Mangkuk Saji","Biru","67000","4","268000","Qris","088310965037"
"Toko","2024-07-16","Peralatan Elektronik Dapur Kecil","[PRV] Rice Cooker","Kecil","385000","3","1155000","Qris",""
"Toko","2024-07-17","Peralatan Persiapan Bahan","[PRV] Mangkuk Adonan","Stainless","56000","5","280000","Cash",""
"Live","2024-07-17","Peralatan Baking","[NEW] Cetakan Muffin","Hitam","115000","5","575000","Tf","088420105557"
"Toko","2024-07-17","Peralatan Baking","[SCD] Loyang Kue","1L","61500","1","61500","Cash",""
"Toko","2024-07-18","Peralatan Elektronik Dapur Kecil","[NEW] Mixer","Besar","800000","1","800000","Cash",""
"Live","2024-07-18","Peralatan Penyaring & Peniris","[NEW] Peniris Gorengan","Besar","63000","5","315000","Tf","086625551388"
"Toko","2024-07-19","Peralatan Penyajian","[PRV] Nampan","Silver","45500","1","45500","Tf",""
"Live","2024-07-20","Peralatan Minum","[NEW] Termos","Kecil","50000","4","200000","Qris","085337039263"
"Live","2024-07-21","Peralatan Khusus / Unik","[NEW] Alat Pembuat Sushi","250ml","91000","3","273000","Tf","089213415212"
"Live","2024-07-21","Peralatan Penyaring & Peniris","[SCD] Peniris Gorengan","500ml","18000","1","18000","Tf","087078781239"
"Toko","2024-07-21","Peralatan Persiapan Bahan","[PRV] Cobek","1L","11000","3","33000","Qris",""
"Toko","2024-07-22","Peralatan Pendingin","[NEW] Ice Box","Putih","100000","2","200000","Tf",""
"Toko","2024-07-24","Peralatan Khusus / Unik","[NEW] Cetakan Bento","1.5L","85000","1","85000","Qris",""
"Live","2024-07-24","Peralatan Baking","[NEW] Kuas Kue","Kecil","96000","4","384000","Qris","087543411379"
"Live","2024-07-25","Peralatan Minum","[NEW] Mug Keramik","Stainless","12000","4","48000","Tf","089994890247"
"Toko","2024-07-25","Peralatan Pendingin","[NEW] Ice Box","Putih","88000","5","440000","Cash",""
"Toko","2024-07-25","Peralatan Minum","[NEW] Termos","2L","88000","1","88000","Tf",""
"Live","2024-07-25","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Merah","37000","4","148000","Qris","082141241314"
"Toko","2024-07-25","Peralatan Minum","[NEW] Gelas Kaca","Besar","29000","4","116000","Qris",""
"Toko","2024-07-25","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Putih","49000","3","147000","Qris",""
"Live","2024-07-25","Peralatan Persiapan Bahan","[NEW] Mangkuk Adonan","1.5L","10000","5","50000","Qris","083130524903"
"Toko","2024-07-25","Peralatan Pendingin","[SCD] Cooler Bag","500ml","16500","2","33000","Tf",""
"Toko","2024-07-25","Peralatan Baking","[PRV] Cetakan Muffin","Besar","157500","4","630000","Tf",""
"Toko","2024-07-25","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Biru","33000","4","132000","Tf",""
"Live","2024-07-25","Peralatan Minum","[SCD] Termos","Biru","40500","2","81000","Tf","089296410468"
"Live","2024-07-25","Peralatan Pendingin","[NEW] Cetakan Es Batu","Silver","32000","3","96000","Tf","089615587753"
"Live","2024-07-26","Peralatan Pemotong Khusus","[NEW] Pisau Daging","Silver","49000","2","98000","Qris","087356430617"
"Toko","2024-07-26","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","5L","94000","4","376000","Tf",""
"Toko","2024-07-26","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Kecil","19000","2","38000","Cash",""
"Live","2024-07-26","Peralatan Baking","[NEW] Loyang Kue","Silver","84000","2","168000","Tf","082420703184"
"Live","2024-07-26","Peralatan Pendingin","[PRV] Ice Box","500ml","60000","1","60000","Tf","086967377041"
"Live","2024-07-26","Peralatan Baking","[SCD] Cetakan Muffin","2L","147500","4","590000","Tf","082144375245"
"Toko","2024-07-26","Peralatan Penyaring & Peniris","[PRV] Saringan Mie","1L","69500","5","347500","Tf",""
"Toko","2024-07-26","Peralatan Penyajian","[SCD] Piring Saji","1L","6000","4","24000","Qris",""
"Toko","2024-07-26","Peralatan Pengaduk & Pencampur","[NEW] Whisk","1.5L","53000","3","159000","Tf",""
"Live","2024-07-27","Peralatan Khusus / Unik","[NEW] Pemecah Kemiri","Merah","58000","5","290000","Tf","083340558225"
"Toko","2024-07-27","Peralatan Baking","[SCD] Rolling Pin","2L","74000","3","222000","Qris",""
"Live","2024-07-27","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","250ml","753000","5","3765000","Qris","089321299998"
"Live","2024-07-27","Peralatan Elektronik Dapur Kecil","[SCD] Blender","Kecil","429000","5","2145000","Tf","088411016869"
"Toko","2024-07-27","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","Kayu","23000","4","92000","Cash",""
"Toko","2024-07-27","Peralatan Pendingin","[NEW] Cetakan Es Batu","1L","49000","1","49000","Tf",""
"Live","2024-07-27","Peralatan Minum","[PRV] Gelas Kaca","Sedang","47500","1","47500","Qris","086995362178"
"Toko","2024-07-28","Peralatan Pemanas","[NEW] Kompor Listrik","Plastik","504000","2","1008000","Cash",""
"Toko","2024-07-28","Peralatan Pendingin","[NEW] Ice Box","Kecil","21000","5","105000","Cash",""
"Toko","2024-07-28","Peralatan Minum","[SCD] Termos","Kayu","13500","2","27000","Cash",""
"Toko","2024-07-28","Peralatan Pemanas","[PRV] Kompor Gas","Besar","630000","4","2520000","Qris",""
"Live","2024-07-28","Peralatan Khusus / Unik","[NEW] Pengupas Nanas","250ml","15000","4","60000","Tf","083248042595"
"Toko","2024-07-28","Peralatan Minum","[NEW] Termos","Sedang","54000","2","108000","Qris",""
"Toko","2024-07-28","Peralatan Penyimpanan Makanan","[NEW] Toples Kaca","5L","73000","5","365000","Tf",""
"Live","2024-07-29","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","Stainless","91000","4","364000","Qris","085925079748"
"Toko","2024-07-29","Peralatan Pengaduk & Pencampur","[SCD] Whisk","Putih","17000","5","85000","Cash",""
"Live","2024-07-29","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Stainless","71000","2","142000","Qris","081033323231"
"Toko","2024-07-29","Peralatan Pengaduk & Pencampur","[NEW] Centong","2L","17000","4","68000","Qris",""
"Toko","2024-07-29","Peralatan Kebersihan Dapur","[SCD] Lap Dapur","Plastik","5000","1","5000","Cash",""
"Live","2024-07-29","Peralatan Kebersihan Dapur","[NEW] Tempat Sabun","5L","10000","5","50000","Qris","085191292227"
"Live","2024-07-30","Peralatan Pemanas","[PRV] Kompor Gas","Kecil","757500","5","3787500","Qris","082981578367"
"Live","2024-07-30","Peralatan Pengukuran","[NEW] Gelas Ukur","Merah","25000","2","50000","Tf","088830899593"
"Toko","2024-07-30","Peralatan Pengaduk & Pencampur","[SCD] Whisk","1.5L","41500","4","166000","Qris",""
"Live","2024-07-30","Peralatan Memasak Utama","[PRV] Wajan","Putih","201500","1","201500","Qris","082285497162"
"Toko","2024-07-30","Peralatan Pemotong Khusus","[NEW] Gunting Dapur","Hitam","20000","2","40000","Tf",""
"Toko","2024-07-30","Peralatan Pemanas","[NEW] Oven","Kayu","1493000","5","7465000","Cash",""
"Toko","2024-07-30","Peralatan Pengukuran","[NEW] Sendok Takar","1L","70000","1","70000","Cash",""
"Toko","2024-07-30","Peralatan Memasak Utama","[NEW] Presto","Kecil","159000","2","318000","Cash",""
"Toko","2024-07-31","Peralatan Elektronik Dapur Kecil","[SCD] Mixer","Biru","243000","5","1215000","Cash",""
"Toko","2024-07-31","Peralatan Pemanas","[NEW] Microwave","Kecil","986000","4","3944000","Cash",""
"Live","2024-07-31","Peralatan Pengaduk & Pencampur","[PRV] Centong","Plastik","31500","4","126000","Tf","089909406588"
"Toko","2024-07-31","Peralatan Memasak Utama","[NEW] Panci","Kayu","176000","5","880000","Cash",""
"Live","2024-07-31","Peralatan Pengaduk & Pencampur","[SCD] Spatula","Putih","47000","2","94000","Qris","086422806630"
"Live","2024-07-31","Peralatan Elektronik Dapur Kecil","[SCD] Toaster","Biru","709500","4","2838000","Tf","087164129459"
"Live","2024-07-31","Peralatan Penyimpanan Makanan","[NEW] Rak Bumbu","Hitam","85000","3","255000","Tf","088945897156"
"Toko","2024-07-31","Peralatan Elektronik Dapur Kecil","[NEW] Rice Cooker","1.5L","1403000","5","7015000","Cash",""
"Live","2024-07-31","Peralatan Pengaduk & Pencampur","[NEW] Centong","500ml","39000","3","117000","Qris","082840901467"
"Live","2024-08-01","Peralatan Penyajian","[NEW] Mangkuk Saji","5L","90000","1","90000","Tf","089026232244"
"Toko","2024-08-02","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","Stainless","77000","2","154000","Cash",""
"Toko","2024-08-02","Peralatan Baking","[NEW] Loyang Kue","500ml","97000","1","97000","Tf",""
"Live","2024-08-02","Peralatan Pemanas","[NEW] Microwave","250ml","626000","1","626000","Qris","081056908949"
"Toko","2024-08-02","Peralatan Baking","[PRV] Kuas Kue","Hitam","143000","5","715000","Cash",""
"Live","2024-08-03","Peralatan Kebersihan Dapur","[SCD] Spons Cuci Piring","5L","31000","2","62000","Qris","089889331220"
"Toko","2024-08-04","Peralatan Minum","[SCD] Gelas Kaca","Silver","9000","1","9000","Cash",""
"Live","2024-08-06","Peralatan Memasak Utama","[PRV] Wajan","Kayu","64500","4","258000","Qris","087118162210"
"Live","2024-08-06","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","250ml","42000","4","168000","Qris","082097517637"
"Live","2024-08-06","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","Kayu","21000","2","42000","Tf","088349876241"
"Live","2024-08-06","Peralatan Kebersihan Dapur","[NEW] Lap Dapur","Silver","98000","1","98000","Tf","081184638533"
"Live","2024-08-06","Peralatan Penyaring & Peniris","[PRV] Saringan Teh","Kecil","18000","3","54000","Qris","081738440132"
"Toko","2024-08-06","Peralatan Penyaring & Peniris","[NEW] Saringan Mie","Stainless","35000","3","105000","Qris",""
"Live","2024-08-07","Peralatan Pemanas","[NEW] Microwave","Plastik","1370000","1","1370000","Tf","083924278549"
"Live","2024-08-07","Peralatan Elektronik Dapur Kecil","[SCD] Blender","500ml","83500","1","83500","Qris","085454629883"
"Live","2024-08-07","Peralatan Baking","[PRV] Rolling Pin","Sedang","63000","1","63000","Qris","089781537361"
"Toko","2024-08-07","Peralatan Memasak Utama","[NEW] Panci","Merah","143000","4","572000","Cash",""
"Toko","2024-08-07","Peralatan Penyaring & Peniris","[NEW] Saringan Teh","Silver","37000","1","37000","Cash",""
"Toko","2024-08-07","Peralatan Baking","[NEW] Loyang Kue","Silver","129000","2","258000","Qris",""
"Live","2024-08-07","Peralatan Elektronik Dapur Kecil","[SCD] Blender","Biru","390000","2","780000","Tf","083034889227"
"Toko","2024-08-08","Peralatan Penyaring & Peniris","[SCD] Peniris Gorengan","250ml","27500","3","82500","Qris",""
"Toko","2024-08-08","Peralatan Pengaduk & Pencampur","[NEW] Whisk","Putih","55000","4","220000","Tf",""
"Live","2024-08-08","Peralatan Penyimpanan Makanan","[NEW] Food Container","1L","83000","2","166000","Tf","085643824912"
"Live","2024-08-08","Peralatan Kebersihan Dapur","[SCD] Lap Dapur","2L","13000","5","65000","Tf","081170427259"
"Live","2024-08-08","Peralatan Penyaring & Peniris","[NEW] Keranjang Cuci Sayur","Silver","80000","2","160000","Qris","082635175232"
"Toko","2024-08-08","Peralatan Pemanas","[SCD] Kompor Listrik","Hitam","235000","4","940000","Cash",""
"Live","2024-08-08","Peralatan Pengukuran","[NEW] Sendok Takar","Kecil","11000","1","11000","Tf","088498932661"
"Live","2024-08-08","Peralatan Penyajian","[SCD] Mangkuk Saji","250ml","32500","3","97500","Qris","085740121976"
"Toko","2024-08-10","Peralatan Kebersihan Dapur","[NEW] Sikat Panci","1L","100000","2","200000","Tf",""
"Toko","2024-08-10","Peralatan Minum","[SCD] Termos","Merah","6000","1","6000","Qris",""
"Toko","2024-08-11","Peralatan Pemanas","[NEW] Microwave","Silver","1216000","3","3648000","Tf",""
"Live","2024-08-11","Peralatan Pemotong Khusus","[NEW] Pisau Daging","1.5L","98000","4","392000","Qris","088141986203"
"Live","2024-08-11","Peralatan Pemotong Khusus","[SCD] Gunting Dapur","Kecil","43500","3","130500","Tf","081363100094"
"Live","2024-08-12","Peralatan Pendingin","[NEW] Cooler Bag","1.5L","58000","5","290000","Tf","085276150253"
"Live","2024-08-12","Peralatan Memasak Utama","[NEW] Presto","250ml","251000","4","1004000","Qris","083150482164"
"Toko","2024-08-12","Peralatan Memasak Utama","[NEW] Wajan","Merah","137000","3","411000","Cash",""
"Live","2024-08-13","Peralatan Khusus / Unik","[NEW] Alat Pembuat Sushi","Kayu","28000","2","56000","Tf","084724772460"
"Toko","2024-08-14","Peralatan Pemanas","[NEW] Kompor Gas","Besar","815000","2","1630000","Qris",""
"Live","2024-08-14","Peralatan Kebersihan Dapur","[NEW] Lap Dapur","Silver","75000","2","150000","Qris","081523495002"
"Live","2024-08-14","Peralatan Pemanas","[NEW] Kompor Listrik","5L","549000","4","2196000","Qris","084559618187"
"Live","2024-08-14","Peralatan Kebersihan Dapur","[NEW] Spons Cuci Piring","500ml","13000","3","39000","Tf","081766313915"
"Live","2024-08-15","Peralatan Baking","[SCD] Loyang Kue","250ml","146000","3","438000","Qris","083758074324"
"Toko","2024-08-16","Peralatan Pengukuran","[NEW] Timbangan Dapur","Kecil","68000","4","272000","Tf",""
"Live","2024-08-16","Peralatan Penyajian","[NEW] Piring Kaca","5L","67000","3","201000","Qris","083988675011"
"Toko","2024-08-17","Peralatan Pemanas","[NEW] Kompor Listrik","Besar","241000","5","1205000","Tf",""
"Live","2024-08-17","Peralatan Pengaduk & Pencampur","[NEW] Sendok Sayur","Stainless","60000","2","120000","Tf","082814006414"
"Toko","2024-08-17","Peralatan Penyajian","[NEW] Nampan","Besar","73000","5","365000","Qris",""
"Live","2024-08-17","Peralatan Penyajian","[PRV] Piring Saji","Stainless","58000","5","290000","Tf","086613227516"
"Live","2024-08-17","Peralatan Pengaduk & Pencampur","[SCD] Spatula","2L","9000","2","18000","Qris","089841788041"
"Toko","2024-08-17","Peralatan Baking","[SCD] Rolling Pin","2L","133500","4","534000","Cash",""
"Live","2024-08-18","Peralatan Kebersihan Dapur","[PRV] Lap Dapur","Putih","17000","1","17000","Qris","087132219396"
"Live","2024-08-19","Peralatan Pengukuran","[PRV] Sendok Takar","250ml","43500","3","130500","Tf","081245942864"
"Live","2024-08-19","Peralatan Pendingin","[SCD] Ice Box","Kecil","13500","3","40500","Tf","086195489434"
"Toko","2024-08-19","Peralatan Penyajian","[SCD] Piring Kaca","Hitam","24500","5","122500","Qris",""
"Live","2024-08-20","Peralatan Penyajian","[NEW] Mangkuk Saji","Stainless","37000","5","185000","Tf","081465085955"
"Live","2024-08-20","Peralatan Penyaring & Peniris","[SCD] Saringan Mie","Besar","14000","2","28000","Qris","087814536667"
"Toko","2024-08-20","Peralatan Khusus / Unik","[SCD] Cetakan Bento","Plastik","49500","1","49500","Tf",""
"Toko","2024-08-21","Peralatan Penyimpanan Makanan","[NEW] Kotak Makan Plastik","Besar","65000","4","260000","Tf",""
